1	2015-01-04		4	江島	30	F	1	6	松麿	29	F	2	3	森	28	F	3	1	高橋	3	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	2015-01-04		4	能城	30	F	1	6	江島	27	F	2	3	松麿	15	F	3	1	森	11	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	2015-01-04		4	高橋	13	F	1	6	森	6	F	2	3	松麿	4	F	3	1	能城	2	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	2015-01-04		4	森	37	F	1	6	江島	34	F	2	3	高橋	29	F	3	1	能城	28	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	2015-01-04		4	松麿	32	F	1	6	江島	27	F	2	3	高橋	26	F	3	1	能城	25	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	2015-01-04		4	能城	50	F	1	6	江島	36	F	2	3	松麿	34	F	3	1	森	31	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	2015-01-04		4	松麿	12	F	1	6	江島	10	F	2	3	森	6	F	3	1	能城	1	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	2015-01-04		4	森	28	F	1	6	松麿	26	F	2	2	江島	26	F	2	2	高橋	20	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	2015-01-04		4	高橋	33	F	1	6	能城	28	F	2	3	森	27	F	3	1	松麿	24	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	2015-01-04		4	松麿	33	F	1	6	江島	29	F	2	3	能城	23	F	3	1	森	14	F	4	0		0	F	0	0		0	F	0	0		F	T	T	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
